Date,close
2026-07-23 20:31:38.139000,65177.33
2026-07-24 00:10:21.806000,64950.0
2026-07-24 03:39:11.346024,65253.58
2026-07-24 08:25:36.025000,65368.24
2026-07-24 13:55:11.009000,64000.0
2026-07-24 15:07:53.168000,63908.09
2026-07-24 15:52:08.248000,64166.96
2026-07-24 20:24:03.380000,64218.53
2026-07-25 02:59:51.909000,64021.27
2026-07-25 09:09:14.217000,63826.82
2026-07-25 09:24:52.238000,63911.0
2026-07-25 13:51:58.833000,64233.06
2026-07-25 18:09:00.073000,64348.57
2026-07-25 20:50:13.887000,64319.17
2026-07-26 01:25:48.308003,64469.18
2026-07-26 15:08:07.090000,64744.12
2026-07-26 23:05:44.998000,65450.0
2026-07-27 08:35:49.887000,65174.15
2026-07-27 14:30:27.198008,64666.14
2026-07-27 16:30:05.541002,64737.44
2026-07-27 19:05:29.097001,64840.0
2026-07-27 22:40:42.239000,64240.0
2026-07-27 23:00:07.427000,63700.0
2026-07-28 01:14:19.614006,63252.8
2026-07-28 01:53:51.266000,63227.4
2026-07-28 03:45:25.091000,63379.82
2026-07-28 10:38:15.024000,63473.05
2026-07-28 14:59:33.635002,63405.85
2026-07-28 17:17:38.421000,63775.0
2026-07-28 20:21:06.048000,63989.7
2026-07-28 23:51:47.017000,63900.0
2026-07-29 00:35:55.421000,63893.0
2026-07-29 02:01:30.832000,63680.89
2026-07-29 05:41:05.790000,64020.0
2026-07-29 07:51:08.935000,64499.36
2026-07-29 10:58:36.251000,64422.05
2026-07-29 13:43:35.359000,64409.99
2026-07-29 15:33:54.780000,64091.0
2026-07-29 18:04:25.864000,64300.0
2026-07-29 18:50:10.703000,64500.0
2026-07-29 20:18:28.008000,63709.16
2026-07-29 21:08:34.481000,63289.52
2026-07-29 21:32:35.966000,63551.67
2026-07-30 00:54:36.367000,63618.24
2026-07-30 04:44:48.489003,64071.02
2026-07-30 09:34:15.000001,64558.64
2026-07-30 11:04:37.195000,64547.54
2026-07-30 12:16:16.035000,65004.03
2026-07-30 13:46:49.007000,65040.4
2026-07-30 16:40:01.698000,64878.15
2026-07-30 17:41:17.001002,64900.83
2026-07-30 21:41:24.190000,64785.09
2026-07-31 00:09:52.753000,64813.01
2026-07-31 01:10:54.761000,65364.47
2026-07-31 02:55:34.025000,64255.0
2026-07-31 09:31:15.460000,63688.91
2026-07-31 10:33:28.722000,63836.72
2026-07-31 13:55:59.965000,63281.9
2026-07-31 14:20:18.002006,62603.31
2026-07-31 14:22:08.327000,62562.36
2026-07-31 16:52:04.667000,62848.14
2026-07-31 18:04:06.953007,63243.09
2026-07-31 18:44:54.792000,63027.0
2026-08-01 01:32:05.429000,62937.01
2026-08-01 13:33:28.858001,63097.49
2026-08-01 18:45:14.128000,62300.0
2026-08-01 23:02:44.131002,62838.37
2026-08-02 03:12:17.199000,63400.0
2026-08-02 21:45:53.691000,63761.83
2026-08-03 07:09:19.007005,62645.74
2026-08-03 09:03:08.500006,62535.91
2026-08-03 14:18:43.290001,63418.76
2026-08-03 18:12:46.347000,63900.81
2026-08-04 01:03:17.335000,63428.09
2026-08-04 02:41:08.816000,63877.61
2026-08-04 05:17:07.087000,63867.87
2026-08-04 14:38:20.002002,63982.31
2026-08-04 16:01:22.994000,64103.31
2026-08-04 22:40:24.074000,64227.09
2026-08-05 02:11:52.606000,64460.0
2026-08-05 10:13:38.509000,64169.92
2026-08-05 15:10:50.442000,64708.26
2026-08-05 16:33:27.726007,64653.57
2026-08-05 17:39:45.026000,64754.27
2026-08-05 18:41:28.640000,64776.74
2026-08-05 22:40:35.683000,64687.73
2026-08-06 02:03:26.602000,64583.94
2026-08-06 02:20:10.128000,64531.12
2026-08-06 02:45:33.505000,64578.53
2026-08-06 10:51:32.637000,64639.17
2026-08-06 11:36:01.359006,64621.78
2026-08-06 12:35:00.715000,64531.0
2026-08-06 13:16:26.026000,64256.3
2026-08-06 13:17:26.032000,64256.3
2026-08-06 13:17:34.018000,64256.3
2026-08-06 13:18:30.049000,64256.3
2026-08-06 13:18:38.387000,64256.3
2026-08-06 13:18:47.085000,64256.3
2026-08-06 13:21:05.017000,64256.3
2026-08-06 13:52:09.279009,64461.93
2026-08-06 13:57:36.838000,64501.06
2026-08-06 14:27:01.332000,64461.79
2026-08-06 14:49:42.378007,64730.38
2026-08-06 15:03:39.865000,64813.85
2026-08-06 15:13:06.107007,64939.63
2026-08-06 15:56:20.082000,64678.58
2026-08-06 17:58:56.886000,64646.76
2026-08-06 18:11:56.494000,64484.74
2026-08-06 23:46:57.304000,64200.01
2026-08-07 02:15:29.602003,64435.73
2026-08-07 07:47:22.088000,64368.64
2026-08-07 12:14:15.180006,65224.63
2026-08-07 12:45:10.628004,65186.95
2026-08-07 17:10:52.835002,64750.0
2026-08-07 19:18:09.813001,64871.71
2026-08-07 22:37:20.595001,64868.01
2026-08-08 16:13:51.072000,65096.18
2026-08-09 01:36:19.545000,64869.43
2026-08-09 04:32:16.869001,64825.18
2026-08-09 23:03:01.126000,65061.01
2026-08-10 06:31:18.900000,65158.7
2026-08-10 11:30:42.836000,65090.24
2026-08-10 13:02:11.711000,64881.41
2026-08-10 15:22:04.539000,64520.56
2026-08-10 16:07:45.861000,64359.87
2026-08-10 16:44:32.302000,64000.0
2026-08-10 17:49:27.323000,63934.34
2026-08-11 00:46:08.574007,63985.34
2026-08-11 01:15:25.656000,64073.13
2026-08-11 03:58:40.544000,64131.91
2026-08-11 12:19:31.584002,64394.65
2026-08-11 15:07:33.109000,63848.32
2026-08-11 16:09:54.032000,63598.99
2026-08-11 18:43:38.962000,63298.57
2026-08-11 19:52:03.157000,63407.48
2026-08-11 21:59:41.874004,63666.69
2026-08-12 00:36:08.612002,63726.06
2026-08-12 09:31:48.516000,64023.83
2026-08-12 10:02:41.721000,64180.0
2026-08-12 12:44:21.731000,64100.0
2026-08-12 12:55:17.216000,64166.67
2026-08-12 16:42:39.022000,63519.68
2026-08-12 17:16:26.157000,63541.85
2026-08-12 20:49:03.097000,63549.44
2026-08-12 23:28:42.215000,63404.17
2026-08-13 01:43:37.416000,63457.22
2026-08-13 06:57:47.018000,63925.5
2026-08-13 09:18:40.817000,63652.48
2026-08-13 14:26:54.191000,63838.15
2026-08-13 15:26:44.622003,63760.21
2026-08-13 15:44:39.005000,63739.51
2026-08-13 16:37:04.429000,63380.17
2026-08-13 16:51:48.233000,63217.48
2026-08-13 17:48:41.676015,63267.91
2026-08-13 18:02:41.964018,63169.79
2026-08-13 20:07:25.049000,63419.36
2026-08-13 21:00:44.926000,63399.24
2026-08-13 21:55:51.209000,63456.83
2026-08-13 22:07:22.851000,63549.98
2026-08-13 22:18:22.903000,63621.41
2026-08-13 22:23:42.539012,63618.21
2026-08-13 23:36:17.585007,63482.53
2026-08-14 00:02:48.475000,63490.55
2026-08-14 00:25:28.697000,63538.02
2026-08-14 00:30:05.661000,63440.29
2026-08-14 01:03:44.556000,63572.28
2026-08-14 06:04:26.523000,63337.39
2026-08-14 09:52:12.046001,62818.36
2026-08-14 15:35:29.897004,62916.2
2026-08-14 16:31:02.333009,63116.85
2026-08-14 16:56:44.413000,63121.1
