path,sharpe,mean_abs_bet_size,single_path_baseline_sharpe,rho_bar,var_of_mean_sharpe
1,-0.09392971078585757,0.32505747126436785,0.3389415555282471,0.15301746978419817,0.0036692822766408602
2,0.15162397417932763,0.3854022988505747,0.3389415555282471,0.15301746978419817,0.0036692822766408602
3,0.13020088120148213,0.1842528735632184,0.3389415555282471,0.15301746978419817,0.0036692822766408602
4,0.13858691025687842,0.38896551724137934,0.3389415555282471,0.15301746978419817,0.0036692822766408602
5,0.009171976908904632,0.36,0.3389415555282471,0.15301746978419817,0.0036692822766408602
