target_bars,n_bars,n_events,n_events_enriched,T_raw,tw_mean,T_effective,best_sharpe,pbo,dsr,skew,kurtosis,notes
8000,7898,2863,2846,6966,0.10639947067066093,741.178712691824,0.0012560652662612292,0.8658008658008658,0.4664739814862039,-0.0526996854068288,8.807375468719277,
16000,15616,4022,3978,12141,0.11629085356613057,1411.8872531463912,0.010136748918761585,0.3409090909090909,0.4930669959630343,0.09467850133762148,11.743925917899833,
24000,23176,4739,4681,17459,0.13160817720251933,2297.747165778785,0.00393110450754673,0.79004329004329,0.45214537165052004,0.028468338064048068,11.085555227322544,
32000,30622,5185,5105,16369,0.14729546175975575,2411.0794135454416,0.005668703119335513,0.49783549783549785,0.4783571866721215,0.15822654532142805,7.905387183643229,
40000,37884,5502,5401,24245,0.16516727055440422,4004.4804745915303,0.007371976060010539,0.4512987012987013,0.5109655581796958,0.1586734250126443,16.215073264181648,
