target_bars,n_trials,n_events,trial_sharpe_mean,trial_sharpe_std,trial_sharpe_skew,trial_sharpe_kurtosis,trial_sharpe_min,trial_sharpe_max,notes
1000,20,317,-0.013955770624252078,0.010541409851060272,1.7147004325185748,4.425865696110813,-0.023021854059796048,0.012152258321691301,
2000,20,430,0.03642166578458004,0.017544320665439345,0.07147337785520567,1.1577747875955082,0.017334856707290545,0.058133244385838265,
3000,20,523,0.04115698674005211,0.009751712425205302,0.37032217401170575,1.7680761675379342,0.027407003046451706,0.055616519436405124,
4000,20,562,0.026230194243949224,0.01567161830758458,-0.14999691901658,1.2429387808779058,0.0014769029956222066,0.04327401187201005,
5000,20,586,0.03288487352632625,0.006367221160541224,0.18836202993135423,1.388305196980454,0.025692198035103288,0.04202324000632273,
