true_sharpe,T,P[DSR>0.5],P[correct_selection],mean_dsr,regime
0.0,135.07,0.46945,0.04895,0.49540560301136627,gaussian
0.0,206.73,0.46575,0.0512,0.4942629294827349,gaussian
0.0,320.18,0.46175,0.0472,0.4943002703162179,gaussian
0.0,570.32,0.4665,0.0512,0.4957098664042693,gaussian
0.0,667.36,0.46825,0.0486,0.494994055202299,gaussian
0.05,135.07,0.49905,0.12695,0.5072083744446503,gaussian
0.05,206.73,0.50935,0.1579,0.5112403783251654,gaussian
0.05,320.18,0.51895,0.20025,0.5173307652346462,gaussian
0.05,570.32,0.56095,0.28105,0.5339557687584763,gaussian
0.05,667.36,0.573,0.30845,0.5395623397809707,gaussian
0.1,135.07,0.55315,0.2699,0.5307812065631053,gaussian
0.1,206.73,0.59415,0.36315,0.5504690374053774,gaussian
0.1,320.18,0.6584,0.48185,0.5822225866651123,gaussian
0.1,570.32,0.77805,0.6817,0.6570925120704404,gaussian
0.1,667.36,0.8108,0.7385,0.6849684202683891,gaussian
0.15,135.07,0.64475,0.4682,0.5769943910188896,gaussian
0.15,206.73,0.73005,0.609,0.6264477020203807,gaussian
0.15,320.18,0.8365,0.7699,0.7015635464535867,gaussian
0.15,570.32,0.95455,0.93525,0.8324461456186844,gaussian
0.15,667.36,0.97335,0.9601,0.8682471204896425,gaussian
0.2,135.07,0.7665,0.6668,0.6484136806363282,gaussian
0.2,206.73,0.8685,0.8154,0.7298852389207291,gaussian
0.2,320.18,0.95375,0.9337,0.8320662785651786,gaussian
0.2,570.32,0.99675,0.99415,0.9472447804235773,gaussian
0.2,667.36,0.999,0.9983,0.9666889905288127,gaussian
0.3,135.07,0.94665,0.9216,0.8176616256403636,gaussian
0.3,206.73,0.98855,0.9825,0.9108140409036926,gaussian
0.3,320.18,0.9994,0.999,0.9735427418827916,gaussian
0.3,570.32,1.0,1.0,0.9983106239685663,gaussian
0.3,667.36,1.0,1.0,0.9994229968887995,gaussian
0.0,135.07,0.4122,0.0507,0.47382389425583216,fat_tailed
0.0,206.73,0.4201,0.04945,0.47615207052418607,fat_tailed
0.0,320.18,0.42525,0.04985,0.47982355350428496,fat_tailed
0.0,570.32,0.44215,0.05065,0.4860849433399572,fat_tailed
0.0,667.36,0.44025,0.0515,0.4850803597407892,fat_tailed
0.05,135.07,0.44425,0.13445,0.48778954917242145,fat_tailed
0.05,206.73,0.46375,0.16725,0.49455442628751334,fat_tailed
0.05,320.18,0.4894,0.20675,0.5053358593508197,fat_tailed
0.05,570.32,0.53405,0.2853,0.525970367906548,fat_tailed
0.05,667.36,0.5516,0.3233,0.532940461669552,fat_tailed
0.1,135.07,0.50605,0.28915,0.5155147295898137,fat_tailed
0.1,206.73,0.56045,0.3789,0.538392590839052,fat_tailed
0.1,320.18,0.63305,0.4928,0.5749265245024667,fat_tailed
0.1,570.32,0.76625,0.6917,0.6553460223757612,fat_tailed
0.1,667.36,0.8097,0.75365,0.6859565255428914,fat_tailed
0.15,135.07,0.61305,0.4893,0.5690652648972445,fat_tailed
0.15,206.73,0.7085,0.6309,0.6217337399765598,fat_tailed
0.15,320.18,0.8206,0.7849,0.7000873183482161,fat_tailed
0.15,570.32,0.95125,0.93855,0.8348829289910996,fat_tailed
0.15,667.36,0.9727,0.9659,0.872489130682342,fat_tailed
0.2,135.07,0.74225,0.6866,0.647612836389858,fat_tailed
0.2,206.73,0.85945,0.837,0.7324638401905239,fat_tailed
0.2,320.18,0.9497,0.9413,0.833956310177383,fat_tailed
0.2,570.32,0.99625,0.99435,0.9480390506955774,fat_tailed
0.2,667.36,0.99875,0.99855,0.9683009931720579,fat_tailed
0.3,135.07,0.9392,0.93375,0.8212174857429152,fat_tailed
0.3,206.73,0.9876,0.98635,0.9123618084790144,fat_tailed
0.3,320.18,0.9994,0.99895,0.9723702800052116,fat_tailed
0.3,570.32,1.0,1.0,0.9979796764532383,fat_tailed
0.3,667.36,1.0,1.0,0.9993216134046216,fat_tailed
