target_bars,n_trials,n_events,trial_sharpe_mean,trial_sharpe_std,trial_sharpe_skew,trial_sharpe_kurtosis,trial_sharpe_min,trial_sharpe_max,notes
1000,20,273,0.021831945473825925,0.005875189962742715,1.874016569814679,5.61383394778334,0.015614687947480502,0.03758336159493967,
2000,20,356,0.0013190458152591157,0.00216817967016616,0.5462975209277124,2.529343348467465,-0.002334485532619491,0.0056925459949973,
3000,20,397,-0.01275769269494038,0.00889200479659123,0.6189346482779443,1.9234928524182746,-0.02442992105363212,0.0034235677169958596,
4000,20,435,-0.007326815843075876,0.021525898938732874,0.4971999083976175,1.6345276469624992,-0.02780768337158089,0.02483695093728587,
5000,20,450,0.011712224681559988,0.019302177921094087,0.6786973074607839,1.8620859495154134,-0.006714717163115334,0.04356077785439702,
