,t1,bin,roll_c,roll_sigma_u,parkinson_vol_20bar,corwin_schultz_spread,becker_parkinson_sigma,kyle_lambda,amihud_lambda_20bar,vpin_10bar,round_number_fraction,serial_corr_signed_flow,tick_rule_accuracy,fracdiff,w
2026-07-23 04:27:28.902003,2026-07-24 14:50:12.986008,-1.0,52.29714767248736,216.9222642721558,0.004000024038957802,0.001616926624535944,0.003969502852596811,12.724566658851623,8.40320500884377e-09,0.341851188943164,0.0055309734513274336,0.6145183112692943,0.7842920353982301,4.1194343241380205,2.218365576196611
2026-07-23 12:44:04.019000,2026-07-24 14:50:12.986008,-1.0,0.0,263.53525664105126,0.004154265507452099,0.0,0.01131019272960359,-1.579221680229266,9.09494774379502e-09,0.3532054767073256,0.01444043321299639,0.44779923794507925,0.6588447653429603,4.11286848039271,1.6693516201017156
2026-07-24 14:50:12.986008,2026-07-26 10:02:05.968000,1.0,0.0,373.91539396383246,0.005357390301341975,0.0,0.021124738394275915,7.818413890979815,1.2036366932449902e-08,0.37865679443511885,0.020202020202020204,0.492715300050968,0.7519640852974186,4.098754673571949,0.2596143898256579
2026-07-25 18:06:15.484020,2026-07-26 23:05:46.178000,1.0,139.903897031777,328.8692782728352,0.005256713466649048,0.0,0.00456258040707401,1.1611662313697524,1.3584383658248362e-08,0.4540838626613519,0.0033222591362126247,0.4923623921423691,0.5182724252491694,4.1174823782593855,1.8564853372886094
2026-07-26 23:05:46.178000,2026-07-27 22:26:32.157000,-1.0,0.0,424.63899722701456,0.0052394086105835925,0.0,0.00866816292371548,-0.6780473624111653,1.3437151562365954e-08,0.41487445597319883,0.007874015748031496,0.5175087787748729,0.8359580052493438,4.130768930907697,0.1947142952900277
2026-07-27 14:31:57.009000,2026-07-27 23:15:29.945000,-1.0,99.40283121622379,382.89311365167083,0.005597199102094861,0.008748497598555097,0.0037864970897088478,12.1814977899272,1.350535502235166e-08,0.3156283366660548,0.008264462809917356,0.45907084858464503,0.71900826446281,4.114945438839005,2.184572839097852
2026-07-27 22:45:23.768000,2026-07-28 01:44:19.990000,-1.0,106.63599763457263,388.3258625949559,0.005587231209353907,0.0,0.010798395922499383,23.33708749613469,1.4715536592784104e-08,0.27003846167679707,0.020833333333333332,0.5938827527612573,0.7583333333333333,4.109287088597496,1.8887661027945533
2026-07-28 01:44:19.990000,2026-07-29 07:26:28.620000,1.0,4.7871389287170265,437.9092185573897,0.005738419479105649,0.0,0.00939365640401513,24.861053361721616,1.3671577855153491e-08,0.3107858225320173,0.020080321285140562,0.46270270270270275,0.6445783132530121,4.098918658363216,1.3281491293299785
2026-07-28 20:21:08.057000,2026-07-30 12:16:13.267000,1.0,0.0,434.8052283630139,0.005420622183515116,0.00574191273448855,0.0025693278642054725,3.3045586422905484,1.2556336091097872e-08,0.2625916109207354,0.003989361702127659,0.6676263308342039,0.8218085106382979,4.116959852172553,1.4112110034765661
2026-07-29 07:26:28.620000,2026-07-29 21:05:40.487000,-1.0,0.0,448.70580208740387,0.005705788856624986,0.0,0.00946019744996436,11.80208170861278,1.3736770001707996e-08,0.33623126808269377,0.0009746588693957114,-0.21738432132877986,0.8664717348927875,4.121558311607069,0.6332767557664132
