path,sharpe,mean_abs_bet_size,single_path_baseline_sharpe,rho_bar,var_of_mean_sharpe
1,-0.038033116587031825,0.4085227272727273,-0.1254320136323902,0.052160519275107245,0.007649590791965242
2,-0.17382007547714048,0.15420454545454546,-0.1254320136323902,0.052160519275107245,0.007649590791965242
3,0.27703054607486616,0.1478409090909091,-0.1254320136323902,0.052160519275107245,0.007649590791965242
4,0.023709219806516815,0.31988636363636364,-0.1254320136323902,0.052160519275107245,0.007649590791965242
5,-0.13425835537869774,0.25965909090909095,-0.1254320136323902,0.052160519275107245,0.007649590791965242
