edge_strength,seed,n_raw_trades_used,n_scaffold_bars,n_bars,n_events,n_events_enriched,fracdiff_d,raw_signal_corr,T_raw,tw_mean,T_effective,sr_hat,dsr,pbo,skew,kurtosis,n_trials,wall_clock_sec,error
2.0,0,499459,997,997,772,766,0.2,0.4809567148063773,932,0.1136041180517944,105.87903802427239,0.015281712292521276,0.4930379318488892,0.8484848484848485,0.842121642096338,17.364185357966953,20,42.26659846305847,
2.0,1,499952,998,997,745,737,0.6000000000000001,0.41559491492309514,679,0.125818857857182,85.43100448502658,0.0009521150625968004,0.26891083827483375,0.14502164502164502,0.33125832432048463,8.524851601639899,20,39.86358594894409,
2.0,2,499525,997,997,734,711,0.1,0.45239880122852205,932,0.10323439963247931,96.21446045747072,0.009096514859267386,0.43978106158308716,0.4621212121212121,7.450545616012328,151.12545036085893,20,40.54590821266174,
2.0,3,499466,997,997,719,689,0.1,0.44838542716911367,874,0.10104159513643227,88.3103541492418,0.06729288466173097,0.6670666440641926,0.44047619047619047,2.1946765985264696,49.56166248908731,20,39.55873107910156,
2.0,4,499447,997,996,614,601,0.1,0.46998137681885355,711,0.10525676285918957,74.83755839288378,0.007911461269910403,0.3442045041962801,0.7316017316017316,21.97701652304414,555.0131158661701,20,37.31919026374817,
3.0,0,1199845,999,998,846,834,0.1,0.48589447670196195,792,0.14157139847717656,112.12454759392384,0.044250945022546485,0.6246250748179628,0.54004329004329,5.820082182784809,101.50312651158013,20,51.322697162628174,
3.0,1,1199834,999,998,840,768,0.0,0.4884475868128499,755,0.13583581383593255,102.55603944612908,0.019522934319625786,0.42972327368469915,0.698051948051948,4.822078083085385,67.21061623578707,20,49.30772852897644,
3.0,2,1199853,999,1014,858,825,0.2,0.47624522072944775,314,0.12795098677149513,40.17660984624947,0.04359160533800199,0.5181048666687289,0.5216450216450217,2.0356514662580203,22.20229309446735,20,50.85115575790405,
3.0,3,1199884,999,998,820,730,0.0,0.4680714208779686,499,0.09718829700928541,48.49696020763342,0.03615409577791528,0.4542095987405176,0.9155844155844156,20.666550713825963,450.9144301599553,20,48.45263385772705,
3.0,4,,,,,,,,,,,,,,,,,,ValueError: Raw trades have zero or negative total dollar volume
5.0,0,1199845,999,998,877,842,0.0,0.5011529550910756,836,0.11595376272660375,96.93734563944074,0.05581362537544394,0.7660413598661249,0.4512987012987013,17.726018285971673,438.5593506524993,20,50.45645451545715,
5.0,1,1199834,999,997,833,802,0.0,0.4998035636339022,886,0.09671059189453356,85.68558441855673,0.10439227461411876,0.728555135855104,0.21645021645021645,1.9370307461455514,37.75201061841738,20,48.001983880996704,
5.0,2,1199853,999,1034,885,835,0.2,0.49591928300839505,701,0.09214573095114979,64.594157396756,0.006681586576004811,0.3886071377196311,0.11363636363636363,8.461315953052145,140.78092433002868,20,50.51065945625305,
5.0,3,1199884,999,988,463,440,0.0,0.4868715879560857,885,0.05246840537022043,46.43453875264508,-0.016534513128276,0.4109476894851092,0.5487012987012987,-26.977737459022354,794.5639289840038,20,41.98459458351135,
5.0,4,,,,,,,,,,,,,,,,,,ValueError: Raw trades have zero or negative total dollar volume
8.0,0,1799381,999,1104,1016,956,0.0,0.49916541267700015,961,0.13297466140517672,127.78864961037483,0.0694994420712641,0.6275894182668214,0.7608225108225108,-0.7992090296436699,32.867910622485425,20,64.73599147796631,
8.0,1,1799204,999,1047,1000,976,0.2,0.5017667603796048,726,0.14066624238727118,102.12369197315888,0.026727771778726612,0.4734538163531643,0.44372294372294374,25.922804497145506,694.1920250052744,20,55.26275038719177,
8.0,2,,,,,,,,,,,,,,,,,,ValueError: Raw trades have zero or negative total dollar volume
8.0,3,1799189,999,998,925,891,0.0,0.4814631907919792,854,0.10678189855274073,91.19174136404058,0.040327309952185766,0.33657238844768833,0.31926406926406925,27.401062817474394,784.1133585106663,20,56.20235085487366,
8.0,4,,,,,,,,,,,,,,,,,,ValueError: Raw trades have zero or negative total dollar volume
