edge_strength,seed,n_raw_trades_used,n_scaffold_bars,n_bars,n_events,n_events_enriched,fracdiff_d,raw_signal_corr,T_raw,tw_mean,T_effective,sr_hat,dsr,pbo,skew,kurtosis,n_trials,wall_clock_sec,error
0.0,0,359913,2975,2974,766,766,0.30000000000000004,-0.02034920428866648,1247,0.16054718882390095,200.2023444634045,-0.010494815744413634,0.36652629933614456,0.16666666666666666,0.19157333907284205,3.0263195200001514,20,57.55087327957153,
0.0,1,359983,2974,2974,736,736,0.4,-0.0011596672849439119,1040,0.1628778502916141,169.3929643032787,0.03747698249009742,0.5644758736085848,0.24891774891774893,-0.08549289102543578,3.3630962368452226,20,46.32731556892395,
0.0,2,359979,2975,2975,760,760,0.1,-0.012004381813282195,2273,0.17629198808497176,400.7116889171408,0.02635615234191509,0.5818231526754335,0.37554112554112556,0.10806126184208772,5.205703952967406,20,45.94725441932678,
0.0,3,359928,2974,2974,754,754,0.30000000000000004,0.01718300470037259,2421,0.1937485341068149,469.0652010725988,0.013440292536433885,0.5187387969199607,0.4772727272727273,0.2775674501551385,9.00682893123161,20,47.4375684261322,
0.0,4,359945,2975,2975,759,759,0.30000000000000004,0.03208079767046893,1173,0.16419808924103907,192.60435867973882,-0.01154932559039136,0.3351507092336815,0.5768398268398268,0.04834782110680735,3.170259731845451,20,46.40878701210022,
0.0,5,359974,2975,2975,758,758,0.0,-0.012835439863691225,1988,0.16613023802031862,330.26691318439345,0.05536264509923602,0.759965151056583,0.0735930735930736,0.18001753129726614,4.495819942745806,20,51.73854446411133,
0.0,6,359932,2975,2975,754,754,0.30000000000000004,0.0016171574132775506,1142,0.15500112165200358,177.01128092658809,0.0319673932436553,0.5177541262058363,0.01948051948051948,0.06300981170434462,3.40856234068175,20,46.147493839263916,
0.0,7,359928,2974,2974,762,762,0.30000000000000004,0.03503552562269625,117,0.15583734771856947,18.23296968307263,0.018133636274844295,0.5028340435481664,0.46645021645021645,-0.2478992598786512,2.3735634099160934,20,45.12844967842102,
0.0,8,359882,2974,2975,795,795,0.4,-0.023597641690660077,1818,0.16408719125393592,298.31051369965553,-0.0046119986043011195,0.3877956153262422,0.551948051948052,0.03767555122216633,5.097599282549263,20,46.073967695236206,
0.0,9,359902,2975,2974,748,748,0.4,0.0053751443540776345,2301,0.16297775344532295,375.0118106776881,0.02802241278604504,0.665392731086342,0.9307359307359307,0.12238899192725797,6.6743533329294475,20,48.00615859031677,
0.0,10,359908,2974,2975,750,750,0.30000000000000004,-0.03543069399414795,2241,0.1824691987062732,408.91347430075825,0.0049053130434194275,0.4923462884583014,0.551948051948052,0.20675008391350377,5.856253330874088,20,45.324342489242554,
0.0,11,359948,2975,2974,793,793,0.2,-0.0007350385762381172,2709,0.16512962545437113,447.3361553558914,0.02007529398305956,0.6189099394346919,0.4166666666666667,0.004123008646526551,5.262699040757998,20,45.67265558242798,
0.0,12,359951,2975,2974,787,787,0.1,0.021465525335807745,1016,0.13882569206790615,141.04690314099264,0.01786663296343138,0.4949157122803132,0.42207792207792205,0.1169493528042363,4.296608438741075,20,38.71557402610779,
0.0,13,359908,2974,2975,775,775,0.4,-0.007256232194263414,1386,0.14788697335671905,204.9713450724126,0.017371573050028066,0.5122731081642699,0.1331168831168831,0.03169164726703707,4.2004216067343405,20,37.17466592788696,
0.0,14,359986,2975,2975,755,755,0.30000000000000004,-0.01817434940897332,2785,0.17260739073612938,480.71158320012034,0.0453356709220091,0.6996482459792723,0.01406926406926407,0.23462165193872916,5.533957990136824,20,36.60430860519409,
