config,target_bars,cusum_h,vertical_barrier_num_days,n_bars,n_events,n_events_enriched,T_raw,tw_mean,T_effective,best_sharpe,pbo,dsr,notes
target_bars_750_today,750,500,3,667,92,90,563,0.3205720260821743,180.48205068426412,0.07053066949675046,0.29545454545454547,0.7345402397339648,
combined_tb750_h313,750,313,3,667,156,153,527,0.1993709950454063,105.06851438892913,0.04917699652535508,0.4816017316017316,0.667620830574063,
