T_label,T_effective,z,rep,dsr,pbo,confidence
single_window_tb2000,197.3,0.0,69,0.44484423745166807,0.6547619047619048,0.15357717721545683
single_window_tb2000,197.3,0.0,70,0.34150323879507927,0.2857142857142857,0.24393088485362804
single_window_tb2000,197.3,0.0,71,0.27537047492986233,0.32142857142857145,0.18685853655954945
single_window_tb2000,197.3,0.0,72,0.5380282331268709,0.35173160173160173,0.348786700912333
single_window_tb2000,197.3,0.0,73,0.33844455928618034,0.5941558441558441,0.13735574646354723
single_window_tb2000,197.3,0.0,74,0.6597211902505697,0.16233766233766234,0.5526235944306721
single_window_tb2000,197.3,0.0,75,0.5124718506631677,0.7965367965367965,0.1042691644206445
single_window_tb2000,197.3,0.0,76,0.3479287148181226,0.31926406926406925,0.2368475775114709
single_window_tb2000,197.3,0.0,77,0.31521506612256905,0.44264069264069267,0.17568805092329334
single_window_tb2000,197.3,0.0,78,0.3221755184268539,0.6623376623376623,0.10878653868958703
single_window_tb2000,197.3,0.0,79,0.36977745631079506,0.5595238095238095,0.16287816527975496
single_window_tb2000,197.3,0.0,80,0.3925925675860755,0.7943722943722944,0.08072790891921465
single_window_tb2000,197.3,0.0,81,0.1518094368485755,0.6904761904761905,0.046988635215035275
single_window_tb2000,197.3,0.0,82,0.3669412177090975,0.5595238095238095,0.1616288697051977
single_window_tb2000,197.3,0.0,83,0.8914887140544903,0.14935064935064934,0.7583442957216768
single_window_tb2000,197.3,0.0,84,0.6832656273875213,0.6385281385281385,0.24698129821150663
single_window_tb2000,197.3,0.0,85,0.44479308821552854,0.4004329004329004,0.26668330180887756
single_window_tb2000,197.3,0.0,86,0.4052620932359448,0.461038961038961,0.21842047882197027
single_window_tb2000,197.3,0.0,87,0.48711656434883166,0.5173160173160173,0.23512336331123262
single_window_tb2000,197.3,0.0,88,0.6216593815346496,0.341991341991342,0.4090572553821071
single_window_tb2000,197.3,0.0,89,0.5059993871246578,0.3474025974025974,0.33021388575342925
single_window_tb2000,197.3,0.0,90,0.32178485017679326,0.31601731601731603,0.22009526548888889
single_window_tb2000,197.3,0.0,91,0.9305267349023032,0.17316017316017315,0.7693965643564498
single_window_tb2000,197.3,0.0,92,0.551413545872572,0.4772727272727273,0.2882388989788444
single_window_tb2000,197.3,0.0,93,0.4183785304753057,0.4880952380952381,0.21416996202902552
single_window_tb2000,197.3,0.0,94,0.2372129130169176,0.9361471861471862,0.015146711978352958
single_window_tb2000,197.3,0.0,95,0.29785914474438213,0.577922077922078,0.12571976888561584
single_window_tb2000,197.3,0.0,96,0.5720192001395048,0.7218614718614719,0.15910057839378
single_window_tb2000,197.3,0.0,97,0.2820772664613139,0.8095238095238095,0.05372900313548836
single_window_tb2000,197.3,0.0,98,0.32786257131611907,0.7153679653679653,0.09332019075339754
single_window_tb2000,197.3,0.0,99,0.3899813461761984,0.5800865800865801,0.16375840077528678
single_window_tb2000,197.3,0.0,100,0.5225309916453611,0.31277056277056275,0.35909867932338124
single_window_tb2000,197.3,0.0,101,0.32713653364541406,0.6417748917748918,0.11718852016951521
single_window_tb2000,197.3,0.0,102,0.5397749440668983,0.6309523809523809,0.19920265792945058
single_window_tb2000,197.3,0.0,103,0.4886163287826199,0.5487012987012987,0.22051191461293562
single_window_tb2000,197.3,0.0,104,0.19787088333866204,0.6298701298701299,0.07323792435262165
single_window_tb2000,197.3,0.0,105,0.4802953531753142,0.2132034632034632,0.37789472051780676
single_window_tb2000,197.3,0.0,106,0.5296461353168856,0.6082251082251082,0.20750205734276256
single_window_tb2000,197.3,0.0,107,0.47379918544136707,0.577922077922078,0.19998017567330426
single_window_tb2000,197.3,0.0,108,0.380905650744749,0.5378787878787878,0.1760245810259825
single_window_tb2000,197.3,0.0,109,0.4018850738030425,0.5303030303030303,0.1887642013317321
single_window_tb2000,197.3,0.0,110,0.5900166287125659,0.551948051948052,0.2643580998777081
single_window_tb2000,197.3,0.0,111,0.5795450670048808,0.43614718614718617,0.3267781167852196
single_window_tb2000,197.3,0.0,112,0.28689359027635053,0.6731601731601732,0.09376825136737862
single_window_tb2000,197.3,0.0,113,0.5025391690665773,0.3528138528138528,0.325236388638326
single_window_tb2000,197.3,0.0,114,0.6722610814964796,0.5357142857142857,0.3121212164090798
single_window_tb2000,197.3,0.0,115,0.7585142021423441,0.4989177489177489,0.38007800388734336
single_window_tb2000,197.3,0.0,116,0.33355976729012105,0.6103896103896104,0.12995835089225496
single_window_tb2000,197.3,0.0,117,0.5418644662633277,0.7391774891774892,0.14133045061630087
single_window_tb2000,197.3,0.0,118,0.8335008174418962,0.31277056277056275,0.5728062977008702
single_window_tb2000,197.3,0.0,119,0.43508618216471506,0.5303030303030303,0.2043586613197904
single_window_tb2000,197.3,0.0,120,0.2643398067504663,0.829004329004329,0.045200962626162
single_window_tb2000,197.3,0.0,121,0.46183948892028215,0.5865800865800865,0.19093364152332012
single_window_tb2000,197.3,0.0,122,0.42567250657166367,0.5173160173160173,0.20546530079108444
single_window_tb2000,197.3,0.0,123,0.5098894989355041,0.45670995670995673,0.2770178879498085
single_window_tb2000,197.3,0.0,124,0.46861350432230253,0.5627705627705628,0.20489161877295478
single_window_tb2000,197.3,0.0,125,0.3617757675183805,0.6331168831168831,0.1327294211999253
single_window_tb2000,197.3,0.0,126,0.5006836799990015,0.683982683982684,0.15822471272695718
single_window_tb2000,197.3,0.0,127,0.3904057423559677,0.6093073593073594,0.15252865042262373
single_window_tb2000,197.3,0.0,128,0.5087652351030114,0.41125541125541126,0.2995327791082665
single_window_tb2000,197.3,0.0,129,0.24165338459250174,0.801948051948052,0.047859923571891574
single_window_tb2000,197.3,0.0,130,0.4473405220863428,0.645021645021645,0.15879620264536842
single_window_tb2000,197.3,0.0,131,0.3366902598569212,0.5411255411255411,0.15449856080014565
single_window_tb2000,197.3,0.0,132,0.6704461259181941,0.27164502164502163,0.4883227735313253
single_window_tb2000,197.3,0.0,133,0.18325092458639536,0.6417748917748918,0.06564508229231263
single_window_tb2000,197.3,0.0,134,0.23677700930668388,0.1406926406926407,0.20346422661202054
single_window_tb2000,197.3,0.0,135,0.44258207383522685,0.6136363636363636,0.17099761943633765
single_window_tb2000,197.3,0.0,136,0.7033496545079991,0.4090909090909091,0.41561570493654487
single_window_tb2000,197.3,0.0,137,0.8581478645087456,0.2261904761904762,0.6640429903936722
single_window_tb2000,197.3,0.0,138,0.5778417177431778,0.38852813852813856,0.3533339507845189
single_window_tb2000,197.3,0.0,139,0.5512332671315354,0.4816017316017316,0.2857583711645081
single_window_tb2000,197.3,0.0,140,0.5456624476176829,0.38636363636363635,0.3348383201290327
single_window_tb2000,197.3,0.0,141,0.6306351899220143,0.1341991341991342,0.5460044934389734
single_window_tb2000,197.3,0.0,142,0.40085204024016324,0.7727272727272727,0.09110273641821892
single_window_tb2000,197.3,0.0,143,0.63294921225878,0.6103896103896104,0.24660358919173248
single_window_tb2000,197.3,0.0,144,0.5423379281631658,0.3712121212121212,0.34101551543593
single_window_tb2000,197.3,0.0,145,0.4456155023099862,0.4967532467532468,0.22425455473392164
single_window_tb2000,197.3,0.0,146,0.5860329943782889,0.24675324675324675,0.44142745031091896
single_window_tb2000,197.3,0.0,147,0.612209855918489,0.6266233766233766,0.2285848488007345
single_window_tb2000,197.3,0.0,148,0.5757598218877324,0.26406926406926406,0.42371934944118833
single_window_tb2000,197.3,0.0,149,0.4614987869223436,0.3354978354978355,0.3066669428250205
single_window_tb2000,197.3,0.0,150,0.7629963439317659,0.420995670995671,0.4417781861509683
single_window_tb2000,197.3,0.0,151,0.7153689877468035,0.685064935064935,0.22529477860857125
single_window_tb2000,197.3,0.0,152,0.6697651321901802,0.5703463203463204,0.2877670535492441
single_window_tb2000,197.3,0.0,153,0.2978992361684915,0.8365800865800865,0.048682667382513235
single_window_tb2000,197.3,0.0,154,0.3456889227422484,0.37337662337662336,0.21661676003004526
single_window_tb2000,197.3,0.0,155,0.42905525286437485,0.4880952380952381,0.2196354270615252
single_window_tb2000,197.3,0.0,156,0.8504232237927578,0.17965367965367965,0.6976415623754442
single_window_tb2000,197.3,0.0,157,0.7153195009317597,0.10173160173160173,0.6425489023521218
single_window_tb2000,197.3,0.0,158,0.3921443274170977,0.7748917748917749,0.08827491353112157
single_window_tb2000,197.3,0.0,159,0.33917579925615626,0.7867965367965368,0.07231345503621513
single_window_tb2000,197.3,0.0,160,0.5075344303908602,0.5173160173160173,0.244978740210307
single_window_tb2000,197.3,0.0,161,0.5574167584822525,0.29978354978354976,0.39031238391560324
single_window_tb2000,197.3,0.0,162,0.5133162252455982,0.6547619047619048,0.17721631585859937
single_window_tb2000,197.3,0.0,163,0.439893125396598,0.672077922077922,0.1442506677436896
single_window_tb2000,197.3,0.0,164,0.4600836840383668,0.29329004329004327,0.3251457204297116
single_window_tb2000,197.3,0.0,165,0.781196407135666,0.18506493506493507,0.6366243447761434
single_window_tb2000,197.3,0.0,166,0.487829603026962,0.3409090909090909,0.3215240565404977
single_window_tb2000,197.3,0.0,167,0.29314875878776886,0.9058441558441559,0.0276016688469003
single_window_tb2000,197.3,0.0,168,0.31715202174987966,0.39285714285714285,0.19255658463385553
single_window_tb2000,197.3,0.0,169,0.275340747876083,0.40476190476190477,0.16389330230719226
single_window_tb2000,197.3,0.0,170,0.5589858199336638,0.26406926406926406,0.411374845838627
single_window_tb2000,197.3,0.0,171,0.6041006437459167,0.2683982683982684,0.4419610770262334
single_window_tb2000,197.3,0.0,172,0.4732603482595128,0.6309523809523809,0.17465560471482022
single_window_tb2000,197.3,0.0,173,0.5643644854906155,0.9523809523809523,0.026874499309076958
single_window_tb2000,197.3,0.0,174,0.6659412485960282,0.31385281385281383,0.45693371386350856
single_window_tb2000,197.3,0.0,175,0.2429387509744802,0.7088744588744589,0.07072567533780863
single_window_tb2000,197.3,0.0,176,0.2037408344013975,0.6893939393939394,0.06328313795800983
single_window_tb2000,197.3,0.0,177,0.6365136441187746,0.551948051948052,0.28519117820906137
single_window_tb2000,197.3,0.0,178,0.5777032658359116,0.4902597402597403,0.2944786127799939
single_window_tb2000,197.3,0.0,179,0.5171153202238317,0.7294372294372294,0.1399121537402142
single_window_tb2000,197.3,0.0,180,0.6508492399703814,0.7564935064935064,0.15848601622655395
single_window_tb2000,197.3,0.0,181,0.3000060545930172,0.5584415584415584,0.13247020592418943
single_window_tb2000,197.3,0.0,182,0.6195825072265113,0.3225108225108225,0.4197604432075715
single_window_tb2000,197.3,0.0,183,0.5491737721776834,0.3041125541125541,0.38216313366910215
single_window_tb2000,197.3,0.0,184,0.5361638851028911,0.7824675324675324,0.11663305292822634
single_window_tb2000,197.3,0.0,185,0.7645963429898599,0.11363636363636363,0.6777103949228304
single_window_tb2000,197.3,0.0,186,0.41266872815868927,0.3658008658008658,0.2617141501092986
single_window_tb2000,197.3,0.0,187,0.5893227678957558,0.22186147186147187,0.4585747512089268
single_window_tb2000,197.3,0.0,188,0.5065068668392938,0.24567099567099568,0.3820728205486881
single_window_tb2000,197.3,0.0,189,0.772408825285934,0.1958874458874459,0.6211036333197499
single_window_tb2000,197.3,0.0,190,0.19702612674746373,0.7824675324675324,0.042859579519740496
single_window_tb2000,197.3,0.0,191,0.4519955129207213,0.762987012987013,0.10712880663380732
single_window_tb2000,197.3,0.0,192,0.34558131293447336,0.4772727272727273,0.18064477721574743
single_window_tb2000,197.3,0.0,193,0.5272370993712961,0.683982683982684,0.16661605304807192
single_window_tb2000,197.3,0.0,194,0.48222534173487025,0.43722943722943725,0.2713822269503599
single_window_tb2000,197.3,0.0,195,0.42740354882411796,0.42857142857142855,0.2442305993280674
single_window_tb2000,197.3,0.0,196,0.4316592101604882,0.801948051948052,0.08549094746684993
single_window_tb2000,197.3,0.0,197,0.5871113544596486,0.34523809523809523,0.38441814875334135
single_window_tb2000,197.3,0.0,198,0.47382870398879334,0.5411255411255411,0.2174278901420437
single_window_tb2000,197.3,0.0,199,0.29471712949159445,0.5952380952380952,0.11929026669897871
single_window_tb2000,197.3,0.0,200,0.6431823763052804,0.22943722943722944,0.49561239386294337
single_window_tb2000,197.3,0.0,201,0.5184920932348913,0.3787878787878788,0.32209357307015973
single_window_tb2000,197.3,0.0,202,0.2836738450783681,0.6937229437229437,0.08688279021339629
single_window_tb2000,197.3,0.0,203,0.5304437641141704,0.5227272727272727,0.25316634196358134
single_window_tb2000,197.3,0.0,204,0.4174036278798664,0.5476190476190477,0.1888254507075586
single_window_tb2000,197.3,0.0,205,0.5078655628267331,0.38852813852813856,0.3105455010791171
single_window_tb2000,197.3,0.0,206,0.5067155487277615,0.44805194805194803,0.27968066001207614
single_window_tb2000,197.3,0.0,207,0.6471553286657816,0.3593073593073593,0.4146276564611935
single_window_tb2000,197.3,0.0,208,0.13747387908710396,0.6818181818181818,0.04374168880044217
single_window_tb2000,197.3,0.0,209,0.40673535573715813,0.6244588744588745,0.15274585329090246
single_window_tb2000,197.3,0.0,210,0.2269049683890645,0.5476190476190477,0.10264748569981487
single_window_tb2000,197.3,0.0,211,0.32191174370015946,0.5562770562770563,0.14283962653362053
single_window_tb2000,197.3,0.0,212,0.3614031870198571,0.7911255411255411,0.0754878951242775
single_window_tb2000,197.3,0.0,213,0.6902310474396547,0.5108225108225108,0.3376454907388787
single_window_tb2000,197.3,0.0,214,0.5178933414199488,0.9523809523809523,0.024661587686664255
single_window_tb2000,197.3,0.0,215,0.5470144729555431,0.7705627705627706,0.12550548513698606
single_window_tb2000,197.3,0.0,216,0.27452147622158113,0.5703463203463204,0.11794916240256245
single_window_tb2000,197.3,0.0,217,0.25910000535430605,0.816017316017316,0.04766991440501303
single_window_tb2000,197.3,0.0,218,0.54643837006136,0.4675324675324675,0.29096069055215273
single_window_tb2000,197.3,0.0,219,0.3230902950466471,0.7976190476190477,0.06538732161658332
single_window_tb2000,197.3,0.0,220,0.3091914217548901,0.7218614718614719,0.08599804695996402
single_window_tb2000,197.3,0.0,221,0.4774361209163173,0.41125541125541126,0.281087932660689
single_window_tb2000,197.3,0.0,222,0.5755196326633879,0.27813852813852813,0.4154454491195668
single_window_tb2000,197.3,0.0,223,0.5699081655978072,0.5411255411255411,0.2615163010968293
single_window_tb2000,197.3,0.0,224,0.6496517664722544,0.2748917748917749,0.4710678393251195
single_window_tb2000,197.3,0.0,225,0.42721588228877805,0.6807359307359307,0.13639468103375488
single_window_tb2000,197.3,0.0,226,0.5041888522351925,0.6645021645021645,0.1691542686070451
single_window_tb2000,197.3,0.0,227,0.40725321251351143,0.7045454545454546,0.12032481278808291
single_window_tb2000,197.3,0.0,228,0.5054473051660174,0.420995670995671,0.2926561777746962
single_window_tb2000,197.3,0.0,229,0.4233433952069313,0.5757575757575758,0.1796002282696072
single_window_tb2000,197.3,0.0,230,0.34192419315780087,0.8798701298701299,0.041075308918307234
single_window_tb2000,197.3,0.0,231,0.37198237123675576,0.4686147186147186,0.19766595701000766
single_window_tb2000,197.3,0.0,232,0.45239057207801936,0.18722943722943722,0.3676897398599486
single_window_tb2000,197.3,0.0,233,0.47355310633310854,0.7694805194805194,0.10916321607029453
single_window_tb2000,197.3,0.0,234,0.6973810836792056,0.35064935064935066,0.4528448595319517
single_window_tb2000,197.3,0.0,235,0.7612571353467882,0.2619047619047619,0.5618802665654865
single_window_tb2000,197.3,0.0,236,0.3297596222835597,0.6883116883116883,0.10278221993253808
single_window_tb2000,197.3,0.0,237,0.46372374331844624,0.3906926406926407,0.28255028948948613
single_window_tb2000,197.3,0.0,238,0.7332161365441694,0.31277056277056275,0.5038877128847917
single_window_tb2000,197.3,0.0,239,0.7022172955400449,0.28354978354978355,0.5031037333847508
single_window_tb2000,197.3,0.0,240,0.7550814060605653,0.14502164502164502,0.6455782584284053
single_window_tb2000,197.3,0.0,241,0.5748086195938116,0.39935064935064934,0.34525842410667257
single_window_tb2000,197.3,0.0,242,0.46201206134791917,0.5108225108225108,0.2260059001398912
single_window_tb2000,197.3,0.0,243,0.28616463773061046,0.329004329004329,0.1920152331092841
single_window_tb2000,197.3,0.0,244,0.6193498798160738,0.6255411255411255,0.2319210588921662
single_window_tb2000,197.3,0.0,245,0.56303001595184,0.512987012987013,0.2742029298466753
single_window_tb2000,197.3,0.0,246,0.33017401620316533,0.6006493506493507,0.1318552077694459
single_window_tb2000,197.3,0.0,247,0.505353525600839,0.47619047619047616,0.2647089896004395
single_window_tb2000,197.3,0.0,248,0.4994259631583418,0.6006493506493507,0.19944608268985728
single_window_tb2000,197.3,0.0,249,0.5248184633624793,0.023809523809523808,0.5123227856633726
single_window_tb2000,197.3,0.0,250,0.2948956425525774,0.6547619047619048,0.101809209928866
single_window_tb2000,197.3,0.0,251,0.4438139377974366,0.4318181818181818,0.25216701011217985
single_window_tb2000,197.3,0.0,252,0.536797156941368,0.44047619047619047,0.30035079019338445
single_window_tb2000,197.3,0.0,253,0.33278682589890374,0.5573593073593074,0.14730499111758832
single_window_tb2000,197.3,0.0,254,0.5259858554262732,0.4383116883116883,0.2954401071063158
single_window_tb2000,197.3,0.0,255,0.3779272217182727,0.5378787878787878,0.17464818579405028
single_window_tb2000,197.3,0.0,256,0.3929594275178292,0.37445887445887444,0.24581228258149926
single_window_tb2000,197.3,0.0,257,0.33544113102926776,0.9242424242424242,0.025412206896156662
single_window_tb2000,197.3,0.0,258,0.41835596012413534,0.5,0.20917798006206767
single_window_tb2000,197.3,0.0,259,0.6204837465813426,0.3495670995670996,0.4035830429603754
single_window_tb2000,197.3,0.0,260,0.34833372851630867,0.4393939393939394,0.1952779993197488
single_window_tb2000,197.3,0.0,261,0.2680489852256538,0.895021645021645,0.028139341522606505
single_window_tb2000,197.3,0.0,262,0.7824071986685622,0.3106060606060606,0.5393867809002967
single_window_tb2000,197.3,0.0,263,0.4436065332214935,0.43722943722943725,0.24964869834975828
single_window_tb2000,197.3,0.0,264,0.7902335967325568,0.2435064935064935,0.5978065845411875
single_window_tb2000,197.3,0.0,265,0.634996372375678,0.4274891774891775,0.36354229544018796
single_window_tb2000,197.3,0.0,266,0.25520939040186574,0.7251082251082251,0.07015496229661676
single_window_tb2000,197.3,0.0,267,0.4536006823201785,0.5173160173160173,0.2189457838904758
single_window_tb2000,197.3,0.0,268,0.698898584530494,0.24891774891774893,0.5249303221473623
single_window_tb2000,197.3,0.0,269,0.6717339598981946,0.29329004329004327,0.47472107772026095
single_window_tb2000,197.3,0.0,270,0.7163321945787136,0.45454545454545453,0.3907266515883892
single_window_tb2000,197.3,0.0,271,0.37452529539851387,0.44155844155844154,0.20915048963813115
single_window_tb2000,197.3,0.0,272,0.452907136888225,0.4069264069264069,0.2686072630029733
single_window_tb2000,197.3,0.0,273,0.6266308541374412,0.6829004329004329,0.1987043725782146
single_window_tb2000,197.3,0.0,274,0.43585913791490133,0.5584415584415584,0.1924572816767097
single_window_tb2000,197.3,0.0,275,0.3943542363794541,0.6006493506493507,0.15748562037231445
single_window_tb2000,197.3,0.0,276,0.5352674658030445,0.4751082251082251,0.2809574901671825
single_window_tb2000,197.3,0.0,277,0.8272875873810634,0.23160173160173161,0.6356863496109904
single_window_tb2000,197.3,0.0,278,0.7618191909294925,0.08116883116883117,0.6999832176397609
single_window_tb2000,197.3,0.0,279,0.35582289893805985,0.8463203463203464,0.05468273988009143
single_window_tb2000,197.3,0.0,280,0.7266974408594915,0.5173160173160173,0.3507652149603174
single_window_tb2000,197.3,0.0,281,0.5830080468904002,0.9155844155844156,0.04921496499724156
single_window_tb2000,197.3,0.0,282,0.37445119031246266,0.8906926406926406,0.04093027080255275
single_window_tb2000,197.3,0.0,283,0.26131601888603395,0.5173160173160173,0.12613305673503372
single_window_tb2000,197.3,0.0,284,0.5736603957209963,0.6764069264069265,0.18563253064997604
single_window_tb2000,197.3,0.0,285,0.5208186072478226,0.54004329004329,0.2395540130739444
single_window_tb2000,197.3,0.0,286,0.3386223464215386,0.5995670995670995,0.1355955283289711
single_window_tb2000,197.3,0.0,287,0.3132234755107667,0.7326839826839827,0.08372965200341922
single_window_tb2000,197.3,0.0,288,0.5781644266694701,0.41125541125541126,0.34039117760626814
single_window_tb2000,197.3,0.0,289,0.40382164303906104,0.8008658008658008,0.08041469947963988
single_window_tb2000,197.3,0.0,290,0.8217160294874906,0.28679653679653677,0.5860507180002773
single_window_tb2000,197.3,0.0,291,0.4029316397876527,0.5822510822510822,0.16832425644808868
single_window_tb2000,197.3,0.0,292,0.31543766202799417,0.5909090909090909,0.12904267992054305
single_window_tb2000,197.3,0.0,293,0.32839804706781117,0.5573593073593074,0.14536233901594672
single_window_tb2000,197.3,0.0,294,0.5030423885075912,0.4816017316017316,0.2607763031332643
single_window_tb2000,197.3,0.0,295,0.818937727663867,0.3538961038961039,0.5291188565100958
single_window_tb2000,197.3,0.0,296,0.29648463272257014,0.9047619047619048,0.028236631687863823
single_window_tb2000,197.3,0.0,297,0.8906298578790126,0.05627705627705628,0.8405078312451288
single_window_tb2000,197.3,0.0,298,0.5065722781027775,0.46320346320346323,0.2719262445227031
single_window_tb2000,197.3,0.0,299,0.33215262058834855,0.8051948051948052,0.06470505595876919
single_window_tb2000,197.3,1.0,0,0.5525622588562279,0.36147186147186144,0.3528265505683706
single_window_tb2000,197.3,1.0,1,0.5113329140588576,0.6655844155844156,0.17099769528591666
single_window_tb2000,197.3,1.0,2,0.41080752925000225,0.34415584415584416,0.2694257172353911
single_window_tb2000,197.3,1.0,3,0.6537501761687943,0.7186147186147186,0.18395567727693346
