target_bars,n_bars,n_events,n_events_enriched,T_raw,tw_mean,T_effective,best_sharpe,pbo,dsr,skew,kurtosis,notes
1000,972,296,291,785,0.13120104647074426,102.99282147953424,0.001619628428227919,0.9556277056277056,0.4752230108576112,0.2022331433779767,10.361061194113296,
2000,1897,407,393,1168,0.14331411534712482,167.3908867254418,0.006090639262744372,0.6103896103896104,0.43181762740588037,-0.001531022496746429,10.176260607064004,
3000,2796,484,462,2126,0.1612340649862939,342.78362216086083,0.021307856657932178,0.48593073593073594,0.40712938764256795,1.0423344754835147,27.803486978609662,
4000,3651,543,514,1680,0.1821529375963772,306.0169351619137,0.007754863663871638,0.31277056277056275,0.4033958670849786,-0.06291991272101587,7.829528908278274,
5000,4493,574,533,1869,0.18994607224954693,355.0092090344032,0.004694560298658427,0.12554112554112554,0.36386680158274604,0.6615447260015536,16.153572508285887,
