target_bars,n_bars,n_events,n_events_enriched,T_raw,tw_mean,T_effective,best_sharpe,pbo,dsr,skew,kurtosis,notes
1000,973,235,228,528,0.18249895245324607,96.35944689531392,0.010947711184655875,0.7532467532467533,0.5102174663555791,0.7206912699287762,9.554050315809356,
2000,1900,327,319,1471,0.20042271577955206,294.8218149117211,0.0037936493809394116,0.5357142857142857,0.46688522901171575,-0.5565169057584707,10.407198542268443,
3000,2790,364,348,2317,0.21012613915266345,486.86226441672125,0.012772671683452287,0.14502164502164502,0.47599389257442015,-0.16314195388332414,5.403694260082833,
4000,3648,379,353,2903,0.2571885474282832,746.6183531843061,0.014674754614573198,0.7651515151515151,0.5958346458470087,-0.5850141670201436,18.68873611865906,
5000,4477,422,388,2883,0.26538823293972197,765.1142755652185,0.0003373635655601287,0.7316017316017316,0.43097306968709537,0.40330517592603815,19.30472307094549,
