continuation_prob,seed,n_bars,n_events,n_events_enriched,fracdiff_d,bar_lag1_autocorr,T_raw,tw_mean,T_effective,sr_hat,dsr,pbo,skew,kurtosis,n_trials,wall_clock_sec,error
0.515,15,2987,477,477,0.4,0.07167916000943698,1878,0.16881470257591646,317.0340114375711,0.05257060936292947,0.7340487672021618,0.45346320346320346,0.05425141960350021,5.323219276097248,20,46.7754385471344,
0.515,16,2987,402,402,0.2,0.04679184530408892,1581,0.17029931256755126,269.24321316929854,-0.01859198791492765,0.2910943083314502,0.007575757575757576,0.2529911766650172,4.8949828948133245,20,39.829779386520386,
0.515,17,2987,417,417,0.2,0.10800926171159497,1867,0.14908331717680534,278.3385531690956,0.007953803989904617,0.5084048624430989,0.5844155844155844,-0.13641270284424784,5.668508446776858,20,37.117730140686035,
0.515,18,2987,428,428,0.5,0.07669199881177598,2873,0.18432232974861995,529.5580533677851,0.011028476452969367,0.5455244238170743,0.6179653679653679,-0.08861280800102143,4.456800060138793,20,40.23775243759155,
0.515,19,2987,420,420,0.30000000000000004,0.060105242229097515,2803,0.18983030734698222,532.0943514935911,0.0038232798675807427,0.4320762420302596,0.5692640692640693,0.022869728542991557,6.044354471569077,20,46.69399833679199,
0.515,20,2987,358,358,0.5,0.04562502527044983,2678,0.17839773928623986,477.74914580855034,0.02602503472416006,0.6769440177392585,0.341991341991342,0.09430788713920417,4.702201876808743,20,38.641037464141846,
0.515,21,2987,401,401,0.6000000000000001,0.08983950721977241,2177,0.16801398571373113,365.76644689879265,0.0372050508406281,0.5729172140804296,0.003246753246753247,-0.02585045170741352,3.53479170267161,20,39.545868158340454,
0.515,22,2987,497,497,0.4,0.09512295342183748,1871,0.16501248990804412,308.7383686179506,-0.01121217051210731,0.31896252079978266,0.24891774891774893,0.06570245589118068,4.0485331217230485,20,45.337677240371704,
0.515,23,2987,434,434,0.1,0.06903861290679986,1756,0.14089181050929905,247.40601925432915,0.04305704031594413,0.7186869257129892,0.7012987012987013,0.023861894506109132,4.383545027329543,20,38.516308546066284,
0.515,24,2987,413,413,0.0,0.04060383868047622,1648,0.1713706407007845,282.41881587489286,0.039906993998846146,0.5708240782742598,0.2748917748917749,0.15500499139912063,3.821530599770771,20,44.120232343673706,
0.515,25,2987,432,432,0.2,0.07895631342160059,1713,0.15166815299857572,259.8075460865602,-0.0029385697789625033,0.4176497002783186,0.30735930735930733,-0.16071846264051035,5.251392681101183,20,44.048301458358765,
0.515,26,2987,401,401,0.5,0.06182568177895071,2789,0.1700691578696636,474.3228812984918,-0.013328345173608596,0.3434481225669849,0.4523809523809524,-0.03912562907534279,4.59755465176293,20,40.539642095565796,
0.515,27,2987,442,442,0.5,0.07850207259509012,2261,0.1672207513929002,378.08611889934735,0.018284894368335435,0.5961495604712398,0.6114718614718615,-0.023884018405520485,3.0609739954901745,20,41.85298752784729,
0.515,28,2987,419,419,0.30000000000000004,0.03913909639191553,2783,0.14974677017614066,416.74526140019947,-0.009046142468206222,0.37679445827539965,0.54004329004329,0.038352543115156845,10.20033626106203,20,41.08466386795044,
0.515,29,2987,344,344,0.4,0.056976718485350276,2712,0.21769368366402986,590.385270096849,0.033243145431137835,0.7189530747506175,0.017316017316017316,0.002718740246114811,4.9612679145876015,20,36.7565381526947,
0.515,30,2987,376,376,0.6000000000000001,0.05117796308674297,2100,0.1685647824340091,353.9860431114191,-0.045637294524508425,0.1772897764119768,0.5887445887445888,-0.1339159416106734,4.933440791298452,20,40.05630803108215,
