edge_strength,seed,roll_window,raw_signal_corr,n_full,corr_full,n_nonoverlap,corr_nonoverlap,corr_ratio,wall_clock_sec,error
5.0,12,20,0.46077095970899545,977,0.17251613991424597,49,0.13601129056128128,0.7883974834406192,15.848757982254028,
5.0,13,20,0.5131401561112614,977,0.17417670177398237,49,0.01981297634062,0.11375216167734072,15.574992895126343,
5.0,14,20,0.43490405087234507,977,0.04154759199287522,49,-0.3224570271624909,-7.761148401038197,15.602425575256348,
5.0,15,20,0.4460649021837621,978,-0.049065381191335786,49,-0.2207239508538539,4.498567941276495,15.75350570678711,
5.0,16,20,0.4936646872834907,978,0.13738961488865847,49,0.2992082120019102,2.1778080697321314,15.34214997291565,
5.0,17,20,0.5064461798527299,977,-0.07499760810680481,49,,,15.85447382926941,
5.0,18,20,0.4957363293580054,978,-0.055945700870156656,49,,,16.054477214813232,
5.0,19,20,,,,,,,,ValueError: Raw trades have zero or negative total dollar volume
5.0,20,20,0.45038172366180595,977,0.049415716678629505,49,-0.2470280086676247,-4.99897654574451,15.664665699005127,
5.0,21,20,,,,,,,,ValueError: Raw trades have zero or negative total dollar volume
5.0,22,20,0.5014421436578265,978,-0.047564152171623506,49,0.03583572202377794,-0.7534187068966052,15.561959743499756,
5.0,23,20,0.4730878894858542,977,0.12080974953076222,49,0.649351330400019,5.374991115552908,15.74209451675415,
5.0,24,20,,,,,,,,ValueError: Raw trades have zero or negative total dollar volume
5.0,25,20,0.48620717170843664,976,-0.0032583196378175635,49,0.02447411901160567,-7.511270142912848,15.34292984008789,
5.0,26,20,0.523479058158945,1067,0.024804464609711033,54,,,15.81955099105835,
5.0,27,20,0.5074964456099361,978,0.008122111759543301,49,-0.12716534723456144,-15.656685231540305,15.685251235961914,
5.0,28,20,0.5043570888139934,981,0.008375700257516007,50,,,15.892584800720215,
5.0,29,20,,,,,,,,ValueError: Raw trades have zero or negative total dollar volume
8.0,5,20,,,,,,,,ValueError: Raw trades have zero or negative total dollar volume
8.0,6,20,0.5204732421469205,1556,0.02081439131914225,78,0.05308929597775461,2.5506052597815,25.801305770874023,
8.0,7,20,,,,,,,,ValueError: Raw trades have zero or negative total dollar volume
8.0,8,20,,,,,,,,ValueError: Raw trades have zero or negative total dollar volume
8.0,9,20,0.49926228055056787,978,0.19320757179054654,49,0.16448850755651276,0.851356424761822,21.516774654388428,
8.0,10,20,0.5189985334885783,975,-0.004013120744021867,49,0.01384646215481958,-3.4502979197538273,20.61541223526001,
8.0,11,20,0.4746593372738723,1749,0.05318752005755766,88,,,26.12775230407715,
8.0,12,20,0.45849166532751384,978,0.11225022181938839,49,0.4539383460696519,4.043986182940848,20.786659955978394,
8.0,13,20,0.4850717297583394,978,0.21022906053035378,49,0.09387275007500825,0.44652604087271036,20.816364288330078,
8.0,14,20,,,,,,,,ValueError: Raw trades have zero or negative total dollar volume
8.0,15,20,,,,,,,,ValueError: Raw trades have zero or negative total dollar volume
8.0,16,20,0.533376560362663,978,0.30335995640966695,49,0.2287183208470472,0.753950269356509,21.08903431892395,
8.0,17,20,0.4862699103417557,978,0.07771138851036424,49,0.1018163762977813,1.3101860390025357,21.251250743865967,
8.0,18,20,,,,,,,,ValueError: Raw trades have zero or negative total dollar volume
8.0,19,20,0.46414875418950835,978,0.15385313512845844,49,-0.42726002902596516,-2.7770641701206014,21.030315160751343,
8.0,20,20,,,,,,,,ValueError: Raw trades have zero or negative total dollar volume
8.0,21,20,0.48133959525858233,978,-0.0013230640719449696,49,0.052451948401210514,-39.64429955693949,20.786690711975098,
8.0,22,20,0.4731000988885389,978,0.16681075980206309,49,0.2673405469013699,1.602657689579467,21.657816648483276,
8.0,23,20,0.4897486197059947,978,0.004284244090200463,49,0.057520715630931155,13.426106080767148,21.08098602294922,
8.0,24,20,0.4940006113767747,978,0.1379477278800687,49,-0.09095809986005074,-0.6593664227592745,22.23388361930847,
8.0,25,20,0.48290307818251604,978,0.0782555760315831,49,-0.49055825206355574,-6.268668342120078,21.323628664016724,
8.0,26,20,,,,,,,,ValueError: Raw trades have zero or negative total dollar volume
8.0,27,20,,,,,,,,ValueError: Raw trades have zero or negative total dollar volume
8.0,28,20,0.5347014525829348,976,0.016898884598757193,49,-0.022470707356013347,-1.329715415517183,20.807552099227905,
