edge_strength,seed,n_features,n_raw_trades_used,n_scaffold_bars,n_bars,n_events,n_events_enriched,fracdiff_d,raw_signal_corr,T_raw,tw_mean,T_effective,sr_hat,dsr,pbo,oos_accuracy,prob_label_corr,skew,kurtosis,n_trials,wall_clock_sec,error
1.5,12,4,799520,998,998,793,779,0.2,0.4006026708165371,863,0.13383135676259098,115.49646088611601,0.09455317598274811,0.8028986899784449,0.6753246753246753,0.5635430038510911,-0.10284073368729686,0.3101670471261609,4.327437745770998,20,36.98281669616699,
1.5,13,4,799555,998,3225,1211,1195,0.4,0.3762869904090041,2804,0.09935062651066642,278.57915673590867,0.026469321916951834,0.6154627718637231,0.5292207792207793,0.5715481171548117,-0.09517176632326622,0.2117163597960079,15.829462855588186,20,66.03562927246094,
1.5,14,4,799409,998,998,766,755,0.30000000000000004,0.3685733910612726,559,0.1497957141684203,83.73580422014695,0.050572248346013295,0.4937771319523263,0.5974025974025974,0.4860927152317881,-0.10899999640407189,1.3011592524843676,9.892908088361503,20,36.7675564289093,
2.0,5,4,499625,997,997,733,716,0.30000000000000004,0.4433292521270149,727,0.1112921063492501,80.90936131590483,0.09355314145669208,0.657471383116502,0.47943722943722944,0.5642458100558659,0.18021596135375312,0.8881881681105426,8.315546683557994,20,33.10871744155884,
2.0,6,4,499995,998,997,747,739,0.4,0.3941545625707421,397,0.12335795000333483,48.973106151323925,0.031691743528069055,0.47903499022110324,0.3917748917748918,0.4587280108254398,0.005507749862816161,0.9347253244142828,8.406488574522957,20,34.569077253341675,
2.0,7,4,499976,998,997,778,764,0.30000000000000004,0.45596274764950984,740,0.0977987249151648,72.37105643722195,0.029567696359648264,0.5047016793377113,0.8106060606060606,0.5301047120418848,0.0013785131558163599,-0.2834670958672581,6.111249030465485,20,39.03727912902832,
2.0,8,4,499998,998,997,715,692,0.0,0.43596833686356407,899,0.12267453308665875,110.28440524490622,0.06495310410080615,0.7321268563454474,0.2326839826839827,0.6184971098265896,0.006906845902539381,10.779017626283563,209.23311530312722,20,32.49561929702759,
2.0,9,4,499979,998,1163,765,765,0.5,0.4306356191541611,1125,0.10371505083300543,116.67943218713111,0.04674572925659759,0.4646389927633435,0.40476190476190477,0.596078431372549,0.07974589263477598,0.8606898471736503,23.1826614291505,20,35.18184232711792,
2.0,10,4,499973,998,997,704,691,0.2,0.4831747590325386,940,0.11295669445489666,106.17929278760286,0.06028677796178867,0.5638769216898757,0.13203463203463203,0.678726483357453,-0.08950781094303084,0.014300917092738818,54.38460702967005,20,33.70442056655884,
2.0,11,4,499997,998,1069,789,784,0.6000000000000001,0.4378027018987112,965,0.10184487389379347,98.2803033075107,0.021262887868436674,0.39330329678356835,0.6926406926406926,0.5701530612244898,0.2607249577380458,1.0030763884034637,13.301120578430966,20,37.01747226715088,
